formula,mpid,formation_enthalpy,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Al5Ni2Pd3,,-0.8079999999999999,13.0,46.0,33.0,25.9,12.9,13.0,61.0,73.0,12.0,67.3,5.7,73.0,26.9815386,106.42,79.4384614,57.1554493,30.1739107,26.9815386,933.47,1828.05,894.5799999999999,1360.75,427.2799999999999,933.47,10.0,13.0,3.0,11.5,1.5,13.0,3.0,5.0,2.0,3.8,0.8,3.0,121.0,139.0,18.0,127.0,7.2,121.0,1.61,2.2,0.5900000000000001,1.8470000000000002,0.23700000000000002,1.61,0.0,2.0,2.0,1.4,0.8400000000000001,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,10.0,10.0,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.9,2.1,5.0,10.32,16.48,6.16,14.627,1.8530000000000002,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al5NiPd4,,-0.9033,13.0,46.0,33.0,27.7,14.7,13.0,61.0,73.0,12.0,67.4,5.6,73.0,26.9815386,106.42,79.4384614,61.9281093,35.59351256,26.9815386,933.47,1828.05,894.5799999999999,1370.7549999999999,437.28499999999997,933.47,10.0,13.0,3.0,11.5,1.5,13.0,3.0,5.0,2.0,3.9,0.9,3.0,121.0,139.0,18.0,128.5,8.4,121.0,1.61,2.2,0.5900000000000001,1.8760000000000001,0.266,1.61,0.0,2.0,2.0,1.2,0.96,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,10.0,10.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,2.0,2.0,0.2,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7,2.3,5.0,10.32,16.48,6.16,15.036000000000001,1.4440000000000002,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.059539470000000004,0.107171046,0.0,225.0,225.0,0.0,225.0,0.0,225.0
AlPd,mp-829,-0.9457,13.0,46.0,33.0,29.5,16.5,13.0,62.0,73.0,11.0,67.5,5.5,62.0,26.9815386,106.42,79.4384614,66.7007693,39.7192307,26.9815386,933.47,1828.05,894.5799999999999,1380.76,447.28999999999996,933.47,10.0,13.0,3.0,11.5,1.5,10.0,3.0,5.0,2.0,4.0,1.0,3.0,121.0,139.0,18.0,130.0,9.0,121.0,1.61,2.2,0.5900000000000001,1.9050000000000002,0.29500000000000004,1.61,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,14.41,16.48,2.0700000000000003,15.445,1.0350000000000001,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al4Ni5Pd,,-0.5922,13.0,46.0,33.0,23.8,8.64,28.0,61.0,73.0,12.0,65.9,5.6800000000000015,61.0,26.9815386,106.42,79.4384614,50.78131544,19.039821472,58.6934,933.47,1828.05,894.5799999999999,1420.193,389.37839999999994,1728.0,10.0,13.0,3.0,11.2,1.44,10.0,3.0,5.0,2.0,3.7,0.5599999999999999,4.0,121.0,139.0,18.0,124.3,2.9399999999999977,124.0,1.61,2.2,0.5900000000000001,1.8189999999999997,0.1672,1.91,0.0,2.0,2.0,1.8,0.36,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,10.0,10.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,3.3600000000000003,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.6,2.0,10.32,16.48,6.16,13.193000000000001,2.873,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.5953947,225.0,225.0,0.0,225.0,0.0,225.0
Al2Ni2Pd,,-0.6382,13.0,46.0,33.0,25.6,10.08,13.0,61.0,73.0,12.0,66.0,5.6,61.0,26.9815386,106.42,79.4384614,55.55397544,22.857949471999998,26.9815386,933.47,1828.05,894.5799999999999,1430.198,397.38239999999996,933.47,10.0,13.0,3.0,11.2,1.44,10.0,3.0,5.0,2.0,3.8,0.64,3.0,121.0,139.0,18.0,125.8,5.2799999999999985,121.0,1.61,2.2,0.5900000000000001,1.848,0.19039999999999996,1.61,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,10.0,10.0,5.2,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,3.3600000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,2.0,2.0,0.8,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8,1.7600000000000002,2.0,10.32,16.48,6.16,13.602,2.6256,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.23815788000000002,0.285789456,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al4Ni3Pd3,,-0.7154,13.0,46.0,33.0,27.4,11.52,13.0,61.0,73.0,12.0,66.1,5.519999999999999,73.0,26.9815386,106.42,79.4384614,60.32663544,27.656018736,26.9815386,933.47,1828.05,894.5799999999999,1440.203,405.3864,933.47,10.0,13.0,3.0,11.2,1.44,13.0,3.0,5.0,2.0,3.9,0.72,3.0,121.0,139.0,18.0,127.3,7.019999999999999,121.0,1.61,2.2,0.5900000000000001,1.877,0.2136,1.61,0.0,2.0,2.0,1.4,0.8400000000000001,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,1.0,0.0,10.0,10.0,5.4,4.319999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,3.3599999999999994,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,5.0,0.0,2.0,2.0,0.6,0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.6,1.9200000000000004,5.0,10.32,16.48,6.16,14.011000000000001,2.2145999999999995,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.17861841000000003,0.250065774,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al2NiPd2,,-0.7781,13.0,46.0,33.0,29.2,13.439999999999998,13.0,61.0,73.0,12.0,66.2,5.44,62.0,26.9815386,106.42,79.4384614,65.09929544,33.056563648,26.9815386,933.47,1828.05,894.5799999999999,1450.208,413.39039999999994,933.47,10.0,13.0,3.0,11.2,1.44,10.0,3.0,5.0,2.0,4.0,0.8,3.0,121.0,139.0,18.0,128.8,8.160000000000002,121.0,1.61,2.2,0.5900000000000001,1.9060000000000001,0.23679999999999998,1.61,0.0,2.0,2.0,1.2,0.9600000000000002,0.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,10.0,10.0,5.6,4.4799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,3.3599999999999994,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4,2.0799999999999996,0.0,10.32,16.48,6.16,14.419999999999998,1.6479999999999997,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al0.54Ni0.46,,-0.6177,13.0,28.0,15.0,19.900000000000002,7.452,13.0,61.0,73.0,12.0,67.48,5.961600000000001,73.0,26.9815386,58.6934,31.711861399999997,41.568994844,15.75445274352,26.9815386,933.47,1728.0,794.53,1298.9538,394.722504,933.47,10.0,13.0,3.0,11.620000000000001,1.4904000000000002,13.0,3.0,4.0,1.0,3.46,0.4968,3.0,121.0,124.0,3.0,122.38,1.4903999999999997,121.0,1.61,1.91,0.2999999999999998,1.7480000000000002,0.14903999999999995,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.54,0.4968,1.0,0.0,8.0,8.0,3.68,3.9744000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.220000000000001,3.4776000000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7,2.484,5.0,0.0,2.0,2.0,0.92,0.9936000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.62,1.4904000000000002,5.0,10.32,16.48,6.16,13.6464,3.0602880000000003,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.273881562,0.29579208696000003,0.0,225.0,225.0,0.0,225.0,0.0,225.0
Al0.45Ni0.5Ti0.05,,-0.6156,13.0,28.0,15.0,20.950000000000003,7.155,28.0,43.0,73.0,30.0,65.5,6.75,61.0,26.9815386,58.6934,31.711861399999997,43.88174237,15.210183392999998,58.6934,933.47,1941.0,1007.53,1381.1115,402.87735,1728.0,4.0,13.0,9.0,11.05,1.7550000000000001,10.0,3.0,4.0,1.0,3.5500000000000003,0.495,4.0,121.0,160.0,39.0,124.45,3.5550000000000024,124.0,1.54,1.91,0.3699999999999999,1.7565,0.15349999999999994,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.45,0.49500000000000005,0.0,0.0,8.0,8.0,4.1,3.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.55,3.4499999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,2.4749999999999996,0.0,0.0,8.0,8.0,1.4,1.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.65,1.6500000000000001,2.0,10.32,16.69,6.370000000000001,13.4105,3.0905,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.2976984766666667,0.29769622333333334,0.5953947,194.0,225.0,31.0,223.45,2.94500000000001,225.0
Al4Ni5Ti,,-0.6229,13.0,28.0,15.0,21.4,6.719999999999999,28.0,43.0,73.0,30.0,64.0,7.2,61.0,26.9815386,58.6934,31.711861399999997,44.92601544,14.355581472,58.6934,933.47,1941.0,1007.53,1431.488,398.41439999999994,1728.0,4.0,13.0,9.0,10.6,1.92,10.0,3.0,4.0,1.0,3.6,0.4800000000000001,4.0,121.0,160.0,39.0,126.4,6.720000000000004,124.0,1.54,1.91,0.3699999999999999,1.7529999999999997,0.15699999999999992,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,8.0,8.0,4.2,3.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.6,3.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,8.0,8.0,1.8,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,1.8,2.0,10.32,16.69,6.370000000000001,13.421000000000001,3.101,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769960333333334,0.2976950966666667,0.5953947,194.0,225.0,31.0,221.9,5.579999999999996,225.0
Al0.45Ni0.55,,-0.6053,13.0,28.0,15.0,21.250000000000004,7.425,28.0,61.0,73.0,12.0,66.4,5.940000000000001,61.0,26.9815386,58.6934,31.711861399999997,44.423062370000004,15.697371392999997,58.6934,933.47,1728.0,794.53,1370.4615000000001,393.29235,1728.0,10.0,13.0,3.0,11.350000000000001,1.4850000000000003,10.0,3.0,4.0,1.0,3.5500000000000003,0.495,4.0,121.0,124.0,3.0,122.65,1.4849999999999994,124.0,1.61,1.91,0.2999999999999998,1.775,0.1484999999999999,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.45,0.49500000000000005,0.0,0.0,8.0,8.0,4.4,3.96,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.85,3.4650000000000003,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,2.475,0.0,0.0,2.0,2.0,1.1,0.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.35,1.485,2.0,10.32,16.48,6.16,13.092000000000002,3.049200000000001,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.32746708500000005,0.29472037650000005,0.5953947,225.0,225.0,0.0,225.0,0.0,225.0
Al0.4Ni0.55Ti0.05,,-0.5882,13.0,28.0,15.0,21.700000000000003,6.96,28.0,43.0,73.0,30.0,64.9,6.480000000000002,61.0,26.9815386,58.6934,31.711861399999997,45.46733544,14.788637472,58.6934,933.47,1941.0,1007.53,1420.838,389.8944,1728.0,4.0,13.0,9.0,10.899999999999999,1.68,10.0,3.0,4.0,1.0,3.6000000000000005,0.4799999999999999,4.0,121.0,160.0,39.0,124.60000000000001,3.540000000000008,124.0,1.54,1.91,0.3699999999999999,1.7715,0.15234999999999993,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.4,0.48000000000000004,0.0,0.0,8.0,8.0,4.5,3.8500000000000005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.9,3.41,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4000000000000004,0.0,0.0,8.0,8.0,1.5,1.2000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.5,1.6500000000000004,2.0,10.32,16.69,6.370000000000001,13.102500000000001,3.06075,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.32746821166666673,0.29471913716666676,0.5953947,194.0,225.0,31.0,223.45,2.94500000000001,225.0
Al0.5Ni0.42Ti0.08,,-0.5721,13.0,28.0,15.0,20.020000000000003,7.0200000000000005,13.0,43.0,73.0,30.0,65.56000000000002,7.44,73.0,26.9815386,58.6934,31.711861399999997,41.97135730000001,14.989818699999999,26.9815386,933.47,1941.0,1007.53,1347.775,414.305,933.47,4.0,13.0,9.0,11.020000000000001,1.9800000000000002,13.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,160.0,39.0,125.38000000000001,5.539200000000009,121.0,1.54,1.91,0.3699999999999999,1.7304000000000002,0.15086399999999997,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5000000000000001,0.5000000000000001,1.0,0.0,8.0,8.0,3.5200000000000005,3.7632000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.020000000000001,3.3432000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5000000000000004,2.5000000000000004,5.0,0.0,8.0,8.0,1.4800000000000002,1.4800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.9800000000000004,1.6632,5.0,10.32,16.69,6.370000000000001,13.909600000000003,3.015264,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.25006757666666674,0.2900747836000001,0.0,194.0,225.0,31.0,222.52000000000004,4.563199999999969,225.0
Al3Ni5Ti2,,-0.5599,13.0,28.0,15.0,22.3,5.7,28.0,43.0,73.0,30.0,61.0,7.2,61.0,26.9815386,58.6934,31.711861399999997,47.01456158,12.019813787999999,58.6934,933.47,1941.0,1007.53,1532.241,359.2626,1728.0,4.0,13.0,9.0,9.7,2.2800000000000002,10.0,3.0,4.0,1.0,3.7,0.41999999999999993,4.0,121.0,160.0,39.0,130.3,11.880000000000006,124.0,1.54,1.91,0.3699999999999999,1.746,0.16399999999999992,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3,0.41999999999999993,0.0,0.0,8.0,8.0,4.4,3.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.7,3.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.5,2.1,0.0,0.0,8.0,8.0,2.6,2.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.1,2.1,2.0,10.32,16.69,6.370000000000001,13.441999999999998,3.1220000000000003,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29770185666666665,0.29769284333333335,0.5953947,194.0,225.0,31.0,218.8,9.919999999999993,225.0
TiAlNi2,mp-7187,-0.5783,13.0,28.0,15.0,22.75,5.25,28.0,43.0,73.0,30.0,59.5,8.25,61.0,26.9815386,58.6934,31.711861399999997,48.058834649999994,10.634565349999999,58.6934,933.47,1941.0,1007.53,1582.6175,324.57374999999996,1728.0,4.0,13.0,9.0,9.25,2.625,10.0,3.0,4.0,1.0,3.75,0.375,4.0,121.0,160.0,39.0,132.25,13.875,124.0,1.54,1.91,0.3699999999999999,1.7425000000000002,0.16749999999999993,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,8.0,8.0,4.5,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.75,3.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.25,2.25,2.0,10.32,16.69,6.370000000000001,13.4525,3.1325000000000003,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29770298333333334,0.2976917166666667,0.5953947,194.0,225.0,31.0,217.25,11.625,225.0
Al2Ni5Ti3,,-0.569,13.0,28.0,15.0,23.2,4.8,28.0,43.0,73.0,30.0,58.0,9.0,61.0,26.9815386,58.6934,31.711861399999997,49.10310772,9.59029228,58.6934,933.47,1941.0,1007.53,1632.9940000000001,279.80959999999993,1728.0,4.0,13.0,9.0,8.8,2.88,10.0,3.0,4.0,1.0,3.8,0.3200000000000001,4.0,121.0,160.0,39.0,134.2,15.479999999999995,124.0,1.54,1.91,0.3699999999999999,1.739,0.17099999999999993,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,4.6,3.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.8,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,3.4,2.7600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.4,2.4,2.0,10.32,16.69,6.370000000000001,13.463,3.143,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29770411,0.29769059000000003,0.5953947,194.0,225.0,31.0,215.7,13.020000000000005,225.0
Al0.05Ni0.5Ti0.45,,-0.4218,13.0,28.0,15.0,24.55,3.45,28.0,43.0,73.0,30.0,53.5,9.45,61.0,26.9815386,58.6934,31.711861399999997,52.23592693,6.457473069999999,58.6934,933.47,1941.0,1007.53,1784.1235000000001,141.18885,1728.0,4.0,13.0,9.0,7.45,3.1050000000000004,10.0,3.0,4.0,1.0,3.95,0.09499999999999985,4.0,121.0,160.0,39.0,140.05,17.955000000000002,124.0,1.54,1.91,0.3699999999999999,1.7285,0.18149999999999994,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.05,0.09500000000000001,0.0,0.0,8.0,8.0,4.9,3.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.95,3.05,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.25,0.47500000000000003,0.0,0.0,8.0,8.0,4.6,3.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.85,2.85,2.0,10.32,16.69,6.370000000000001,13.4945,3.1745000000000005,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29770749,0.29768721000000004,0.5953947,194.0,225.0,31.0,211.05,15.344999999999999,225.0
Al5Ni2Ti3,,-0.4995,13.0,28.0,15.0,18.7,5.7,13.0,43.0,73.0,30.0,61.6,11.4,73.0,26.9815386,58.6934,31.711861399999997,39.5895493,12.608010699999998,26.9815386,933.47,1941.0,1007.53,1394.635,461.16499999999996,933.47,4.0,13.0,9.0,9.7,3.4200000000000004,13.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,160.0,39.0,133.3,16.020000000000003,121.0,1.54,1.91,0.3699999999999999,1.6490000000000002,0.10440000000000008,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,8.0,8.0,2.2,2.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,4.7,2.12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,8.0,8.0,2.8,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.3,1.6199999999999999,5.0,10.32,16.69,6.370000000000001,15.311000000000002,1.9963999999999995,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1190857,0.19052360000000002,0.0,194.0,225.0,31.0,215.7,13.020000000000005,225.0
Al0.21Ni0.74Ti0.05,,-0.2545,13.0,28.0,15.0,24.55,5.106,28.0,43.0,73.0,30.0,62.62,4.359599999999999,61.0,26.9815386,58.6934,31.711861399999997,51.492589106,10.657200123119999,58.6934,933.47,1941.0,1007.53,1571.7987,268.09805399999993,1728.0,4.0,13.0,9.0,10.33,1.1214,10.0,3.0,4.0,1.0,3.79,0.3318,4.0,121.0,160.0,39.0,125.17,3.4830000000000014,124.0,1.54,1.91,0.3699999999999999,1.8285,0.1206199999999999,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.21,0.3318,0.0,0.0,8.0,8.0,6.02,2.9304,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,8.23,2.6195999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.05,1.659,0.0,0.0,8.0,8.0,1.88,0.7896000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,2.93,1.3764,2.0,10.32,16.69,6.370000000000001,11.9321,2.3859079999999997,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.44059320466666674,0.22910621309333334,0.5953947,194.0,225.0,31.0,223.45,2.94500000000001,225.0
